"Date","Open","High","Low","Close","Volume"
#2017-01-02#,19833.17,19852.55,19718.67,19762.6,103790112
#2017-01-03#,19872.86,19938.53,19775.93,19881.76,99921304
#2017-01-04#,19890.94,19956.14,19878.83,19942.16,81182120
#2017-01-05#,19924.56,19948.6,19811.12,19899.29,72358912
#2017-01-06#,19906.96,19999.63,19834.08,19963.8,75691024
#2017-01-09#,19931.41,19943.78,19887.38,19887.38,84808840
#2017-01-10#,19876.35,19957.12,19836.03,19855.53,91544736
#2017-01-11#,19887.38,19973.42,19833.16,19954.28,91101048
#2017-01-12#,19926.21,19929.29,19770.47,19891,77024552
#2017-01-13#,19912.54,19952.03,19849.38,19885.73,74988296
#2017-01-16#,19912.54,19952.03,19849.38,19885.73,74988296
#2017-01-17#,19848.82,19882.99,19775.35,19826.77,95371096
#2017-01-18#,19822.73,19828.2,19739,19804.72,74543184
#2017-01-19#,19813.55,19824.14,19677.94,19732.4,79210512
#2017-01-20#,19795.06,19843.94,19759.14,19827.25,145548752
#2017-01-23#,19794.79,19833.98,19732.36,19799.85,82650552
#2017-01-24#,19794.68,19949.24,19786.71,19912.71,88955792
#2017-01-25#,19994.48,20082,19994.48,20068.51,91364928
#2017-01-26#,20076.25,20125.58,20067.53,20100.91,91395256
#2017-01-27#,20103.36,20115.97,20072.64,20093.78,84090672
#2017-01-30#,20028.62,20028.62,19870.39,19971.13,86108528
#2017-01-31#,19913.16,19918.17,19784.77,19864.09,108812480
#2017-02-01#,19923.81,19967.73,19845.99,19890.94,107293176
#2017-02-02#,19858.34,19922.75,19831.09,19884.91,89157608
#2017-02-03#,19964.21,20081.48,19964.21,20071.46,88342256
#2017-02-06#,20025.61,20094.95,20002.81,20052.42,74703184
#2017-02-07#,20107.62,20155.35,20068.68,20090.29,69913480
#2017-02-08#,20049.29,20068.28,20015.33,20054.34,70710224
#2017-02-09#,20061.73,20206.36,20061.73,20172.4,87858464
#2017-02-10#,20211.23,20298.21,20204.76,20269.37,83163808
#2017-02-13#,20338.54,20441.48,20322.95,20412.16,84384904
#2017-02-14#,20374.22,20504.41,20374.02,20504.41,89087872
#2017-02-15#,20504.27,20620.45,20496.03,20611.86,98520960
#2017-02-16#,20627.31,20639.87,20556.83,20619.77,91768408
#2017-02-17#,20564.13,20624.05,20532.61,20624.05,122560864
#2017-02-20#,20564.13,20624.05,20532.61,20624.05,122560864
#2017-02-21#,20663.43,20757.64,20663.37,20743,92969184
#2017-02-22#,20715.41,20781.59,20692.39,20775.6,84389024
#2017-02-23#,20817.21,20840.7,20746.41,20810.32,79946176
#2017-02-24#,20751.91,20821.76,20733.95,20821.76,88863568
#2017-02-27#,20808.71,20851.33,20774.76,20837.44,71187160
#2017-02-28#,20833.88,20841.24,20781.21,20812.24,111104616
#2017-03-01#,20957.29,21169.11,20957.29,21115.55,106054928
#2017-03-02#,21128.91,21129.2,20996.61,21002.97,83357808
#2017-03-03#,21008.75,21039.96,20953.86,21005.71,75137728
#2017-03-06#,20955.71,20986.43,20912.11,20954.34,79610408
#2017-03-07#,20934.89,20970.54,20901.26,20924.76,72665112
#2017-03-08#,20940.44,20951.44,20835.58,20855.73,88722584
#2017-03-09#,20864.32,20900.57,20777.16,20858.19,76664336
#2017-03-10#,20919.01,20940.29,20827.66,20902.98,86041760
#2017-03-13#,20899.28,20926.06,20845.71,20881.48,77941888
#2017-03-14#,20848.6,20874,20786.31,20837.37,65804868
#2017-03-15#,20874.78,20977.47,20859.6,20950.1,80396000
#2017-03-16#,20969.27,21000.11,20893.5,20934.55,73979648
#2017-03-17#,20965.37,20980.51,20911.07,20914.62,296221792
#2017-03-20#,20916.27,20955.45,20885.7,20905.86,69360576
#2017-03-21#,20956.33,20970.04,20653.26,20668.01,96246192
#2017-03-22#,20640.42,20686.21,20578.95,20661.3,90625056
#2017-03-23#,20645.07,20757.89,20618.62,20656.58,78993192
#2017-03-24#,20674.45,20718.33,20529.67,20596.72,91647592
#2017-03-27#,20488.35,20578.46,20412.8,20550.98,79805360
#2017-03-28#,20542.14,20735.61,20520.1,20701.5,83850008
#2017-03-29#,20675.75,20684.73,20625.03,20659.32,60511600
#2017-03-30#,20662.79,20753.78,20643.6,20728.49,74643744
#2017-03-31#,20700.34,20722.59,20660.68,20663.22,105913168
#2017-04-03#,20665.17,20692.34,20517.82,20650.21,85862456
#2017-04-04#,20634.94,20701.29,20605.3,20689.24,63257124
#2017-04-05#,20745.06,20887.5,20639.55,20648.15,75466264
#2017-04-06#,20653.77,20746.46,20612.17,20662.95,76215256
#2017-04-07#,20647.81,20726.07,20606.95,20656.1,62225076
#2017-04-10#,20668.22,20750.33,20614.86,20658.02,62840552
#2017-04-11#,20644.32,20660.03,20512.56,20651.3,66549780
#2017-04-12#,20637.95,20642.54,20553.03,20591.86,73116584
#2017-04-13#,20561.69,20612.27,20453.25,20453.25,66566092
#2017-04-14#,20561.69,20612.27,20453.25,20453.25,66566092
#2017-04-17#,20484.75,20644.41,20484.75,20636.92,64131296
#2017-04-18#,20561.39,20600.12,20462.28,20523.28,65847940
#2017-04-19#,20503.52,20546.69,20379.55,20404.49,76765288
#2017-04-20#,20406.68,20629.78,20406.68,20578.71,85269744
#2017-04-21#,20578.1,20601.4,20505.33,20547.76,114289664
#2017-04-24#,20723.59,20792.2,20723.59,20763.89,87743888
#2017-04-25#,20915.51,21026.97,20909.38,20996.12,87068320
#2017-04-26#,21009.95,21070.9,20972.27,20975.09,84925456
#2017-04-27#,20991.12,21005.8,20935.8,20981.33,79396400
#2017-04-28#,20987.39,20987.76,20926.75,20940.51,95038120
#2017-05-01#,20962.73,20976.62,20898.38,20913.46,78619408
#2017-05-02#,20941.19,20960.92,20904.06,20949.89,91324696
#2017-05-03#,20915,20972.74,20874.18,20957.9,82453208
#2017-05-04#,20987.83,20990.79,20847.95,20951.47,73235344
#2017-05-05#,20929.04,21006.94,20905,21006.94,69554912
#2017-05-08#,20991.26,21017.89,20971.05,21012.28,79476032
#2017-05-09#,21022.28,21046.85,20938.04,20975.78,72620032
#2017-05-10#,20958.49,20976.28,20884.15,20943.11,71576616
#2017-05-11#,20925.72,20933.36,20798.9,20919.42,78624136
#2017-05-12#,20893.19,20916.1,20869.74,20896.61,75784136
#2017-05-15#,20923.63,21000.83,20923.63,20981.94,88617008
#2017-05-16#,20984.48,21033.53,20932.88,20979.75,75902880
#2017-05-17#,20846.17,20846.17,20601.08,20606.93,113834704
#2017-05-18#,20579.65,20759.2,20553.45,20663.02,109612120
#2017-05-19#,20698.28,20857.13,20687.94,20804.84,127292944
#2017-05-22#,20867.77,20914.26,20860.16,20894.83,78184464
#2017-05-23#,20908.67,20961.14,20896.22,20937.91,65564112
#2017-05-24#,20949.21,21022.82,20933.58,21012.42,73849528
#2017-05-25#,21062.96,21112.32,21051.41,21082.95,67991592
#2017-05-26#,21070.15,21092.82,21050.49,21080.28,56526068
#2017-05-29#,21070.15,21092.82,21050.49,21080.28,56526068
#2017-05-30#,21045.49,21063.62,21009.6,21029.47,65418912
#2017-05-31#,21048.46,21051.7,20942.57,21008.65,135219088
#2017-06-01#,21030.55,21144.18,20994.22,21144.18,76950608
#2017-06-02#,21142.09,21225.04,21129.56,21206.29,96353776
#2017-06-05#,21195.03,21224.41,21168.69,21184.04,65856332
#2017-06-06#,21145.48,21180.47,21118.46,21136.23,79191248
#2017-06-07#,21171.57,21189.84,21113.31,21173.69,80769608
#2017-06-08#,21169.76,21265.69,21138.16,21182.53,96884056
#2017-06-09#,21208.96,21305.35,21159.45,21271.97,120385848
#2017-06-12#,21259.95,21277.08,21186.15,21235.67,135223008
#2017-06-13#,21256.83,21332.77,21256.83,21328.47,89255192
#2017-06-14#,21342.71,21391.97,21294.09,21374.56,83202464
#2017-06-15#,21291.69,21367.28,21261.87,21359.9,87151632
#2017-06-16#,21335.93,21384.42,21308.01,21384.28,288559840
#2017-06-19#,21444.75,21528.99,21436.08,21528.99,88376752
#2017-06-20#,21521.25,21535.03,21464.24,21467.14,83757904
#2017-06-21#,21466.39,21492.62,21390,21410.03,77562496
#2017-06-22#,21407.98,21456.47,21394.81,21397.29,78152248
#2017-06-23#,21380.92,21421.79,21333.89,21394.76,143179792
#2017-06-26#,21434.68,21506.21,21381.25,21409.55,68340344
#2017-06-27#,21411.19,21440.6,21310.66,21310.66,84487632
#2017-06-28#,21372.36,21478.75,21372.36,21454.61,76142888
#2017-06-29#,21487.38,21487.38,21197.08,21287.03,96148336
#2017-06-30#,21348.6,21426.12,21325.08,21349.63,100731784
#2017-07-03#,21392.3,21562.75,21391.71,21479.27,57803632
#2017-07-04#,21392.3,21562.75,21391.71,21479.27,57803632
#2017-07-05#,21492.83,21505.36,21404.76,21478.17,79565632
#2017-07-06#,21423.93,21433.1,21305.38,21320.04,88108896
#2017-07-07#,21354.66,21425.82,21350.72,21414.34,72678784
#2017-07-10#,21381.23,21446.39,21371.11,21408.52,72627776
#2017-07-11#,21410.17,21441.62,21279.3,21409.07,70282976
#2017-07-12#,21467.93,21580.79,21467.93,21532.14,81783272
#2017-07-13#,21537.19,21568.72,21512.36,21553.09,69482520
#2017-07-14#,21532.77,21681.53,21521.72,21637.74,66008224
#2017-07-17#,21633.97,21661.81,21617.66,21629.72,70534032
#2017-07-18#,21589.94,21589.94,21471.14,21574.73,63976184
#2017-07-19#,21569.25,21640.75,21565.84,21640.75,69062032
#2017-07-20#,21641.54,21661.91,21576.96,21611.78,85281760
#2017-07-21#,21591.72,21592.61,21503.78,21580.07,109708544
#2017-07-24#,21577.78,21577.78,21496.13,21513.17,88390816
#2017-07-25#,21638.56,21670.62,21577.37,21613.43,83576864
#2017-07-26#,21690.38,21742.7,21683.29,21711.01,70733808
#2017-07-27#,21717.42,21798.47,21687.85,21796.55,111399904
#2017-07-28#,21787.51,21841.18,21756.12,21830.31,72970192
#2017-07-31#,21863.39,21929.8,21861.71,21891.12,103845792
#2017-08-01#,21961.42,21990.96,21940.81,21963.92,81196352
#2017-08-02#,22004.36,22036.1,21967.46,22016.24,89832472
#2017-08-03#,22007.58,22044.85,21991.32,22026.1,71273448
#2017-08-04#,22058.39,22092.81,22024.64,22092.81,73643272
#2017-08-07#,22100.2,22121.15,22081.97,22118.42,59559020
#2017-08-08#,22095.14,22179.11,22057.29,22085.34,67845640
#2017-08-09#,22022.34,22057.19,21996.69,22048.7,70957104
#2017-08-10#,21988.2,21988.2,21843.94,21844.01,85197600
#2017-08-11#,21883.32,21911.09,21842.74,21858.32,69862728
#2017-08-14#,21945.64,22019.23,21945.64,21993.71,70882120
#2017-08-15#,22029.91,22038.92,21971.48,21998.99,67615112
#2017-08-16#,22031.93,22085.71,22002.47,22024.87,77187344
#2017-08-17#,21984.74,21984.74,21750.32,21750.73,95983120
