"Date","Open","High","Low","Close","Volume"
#2019-01-01#,158.53,159.36,156.48,157.74,35003466
#2019-01-02#,154.89,158.85,154.23,157.92,37039737
#2019-01-03#,143.98,145.72,142,142.19,91312195
#2019-01-04#,144.53,148.5499,143.8,148.26,58607070
#2019-01-07#,148.7,148.83,145.9,147.93,54777764
#2019-01-08#,149.56,151.82,148.52,150.75,41025314
#2019-01-09#,151.29,154.53,149.63,153.31,45099081
#2019-01-10#,152.5,153.97,150.86,153.8,35780670
#2019-01-11#,152.88,153.7,151.51,152.29,27023241
#2019-01-14#,150.85,151.27,149.22,150,32439186
#2019-01-15#,150.27,153.39,150.05,153.07,28710324
#2019-01-16#,153.08,155.88,153,154.94,30569706
#2019-01-17#,154.2,157.66,153.26,155.86,29821160
#2019-01-18#,157.5,157.88,155.9806,156.82,33751023
#2019-01-21#,157.5,157.88,155.9806,156.82,33751023
#2019-01-22#,156.41,156.73,152.62,153.3,30393970
#2019-01-23#,154.15,155.14,151.7,153.92,23130570
#2019-01-24#,154.11,154.48,151.74,152.7,25441549
#2019-01-25#,155.48,158.13,154.32,157.76,33547893
#2019-01-28#,155.79,156.33,153.66,156.3,26192058
#2019-01-29#,156.25,158.13,154.11,154.68,41587239
#2019-01-30#,163.25,166.15,160.23,165.25,61109780
#2019-01-31#,166.11,169,164.56,166.44,40739649
#2019-02-01#,166.96,168.98,165.93,166.52,32668138
#2019-02-04#,167.41,171.655,167.28,171.25,31495582
#2019-02-05#,172.86,175.08,172.3501,174.18,36101628
#2019-02-06#,174.65,175.57,172.8531,174.24,28239591
#2019-02-07#,172.4,173.94,170.34,170.94,31741690
#2019-02-08#,168.99,170.66,168.42,170.41,23819966
#2019-02-11#,171.05,171.21,169.25,169.43,20993425
#2019-02-12#,170.1,171,169.7,170.89,22283523
#2019-02-13#,171.39,172.48,169.92,170.18,22490233
#2019-02-14#,169.71,171.2615,169.38,170.8,21835747
#2019-02-15#,171.25,171.7,169.75,170.42,24626814
#2019-02-18#,171.25,171.7,169.75,170.42,24626814
#2019-02-19#,169.71,171.44,169.49,170.93,18972826
#2019-02-20#,171.19,173.32,170.99,172.03,26114362
#2019-02-21#,171.8,172.37,170.3,171.06,17249670
#2019-02-22#,171.58,173,171.38,172.97,18913154
#2019-02-25#,174.16,175.87,173.95,174.23,21873358
#2019-02-26#,173.71,175.3,173.1732,174.33,17070211
#2019-02-27#,173.21,175,172.73,174.87,27835389
#2019-02-28#,174.32,174.91,172.92,173.15,28215416
#2019-03-01#,174.28,175.15,172.89,174.97,25886167
#2019-03-04#,175.69,177.75,173.97,175.85,27436203
#2019-03-05#,175.94,176,174.54,175.53,19737419
#2019-03-06#,174.67,175.49,173.94,174.52,20810384
#2019-03-07#,173.87,174.44,172.02,172.5,24796374
#2019-03-08#,170.32,173.07,169.5,172.91,23999358
#2019-03-11#,175.49,179.12,175.35,178.9,32011034
#2019-03-12#,180,182.67,179.37,180.91,32467584
#2019-03-13#,182.25,183.3,180.92,181.71,31032524
#2019-03-14#,183.9,184.1,182.56,183.73,23579508
#2019-03-15#,184.85,187.33,183.74,186.12,39042912
#2019-03-18#,185.8,188.39,185.79,188.02,26219832
#2019-03-19#,188.35,188.99,185.92,186.53,31646369
#2019-03-20#,186.23,189.49,184.73,188.16,31035231
#2019-03-21#,190.02,196.33,189.81,195.09,51034237
#2019-03-22#,195.34,197.69,190.78,191.05,42407666
#2019-03-25#,191.51,191.98,186.6,188.74,43845293
#2019-03-26#,191.664,192.88,184.58,186.79,49800538
#2019-03-27#,188.75,189.76,186.55,188.47,29848427
#2019-03-28#,188.95,189.559,187.53,188.72,20780363
#2019-03-29#,189.83,190.08,188.54,189.95,23563961
#2019-04-01#,191.64,191.68,188.38,191.24,27861964
#2019-04-02#,191.09,194.46,191.05,194.02,22765732
#2019-04-03#,193.25,196.5,193.15,195.35,23271830
#2019-04-04#,194.79,196.37,193.14,195.69,19114275
#2019-04-05#,196.45,197.1,195.93,197,18526644
#2019-04-08#,196.42,200.23,196.34,200.1,25881697
#2019-04-09#,200.32,202.85,199.23,199.5,35768237
#2019-04-10#,198.68,200.74,198.18,200.62,21695288
#2019-04-11#,200.85,201,198.4431,198.95,20900808
#2019-04-12#,199.2,200.14,196.21,198.87,27760668
#2019-04-15#,198.58,199.85,198.01,199.23,17536646
#2019-04-16#,199.46,201.37,198.56,199.25,25696385
#2019-04-17#,199.54,203.38,198.61,203.13,28906780
#2019-04-18#,203.12,204.15,202.52,203.86,24195766
#2019-04-19#,203.12,204.15,202.52,203.86,24195766
#2019-04-22#,202.83,204.94,202.34,204.53,19439545
#2019-04-23#,204.43,207.75,203.9,207.48,23322991
#2019-04-24#,207.36,208.48,207.05,207.16,17540609
#2019-04-25#,206.83,207.76,205.12,205.28,18543206
#2019-04-26#,204.9,205,202.12,204.3,18649102
#2019-04-29#,204.4,205.97,203.86,204.61,22204716
#2019-04-30#,203.06,203.4,199.11,200.67,46534923
#2019-05-01#,209.88,215.31,209.23,210.52,64827328
#2019-05-02#,209.84,212.65,208.13,209.15,31996324
#2019-05-03#,210.89,211.84,210.23,211.75,20892378
#2019-05-06#,204.29,208.84,203.5,208.48,32443113
#2019-05-07#,205.88,207.4175,200.825,202.86,38763698
#2019-05-08#,201.9,205.34,201.75,202.9,26339504
#2019-05-09#,200.4,201.68,196.66,200.72,34908607
#2019-05-10#,197.419,198.85,192.77,197.18,41208712
#2019-05-13#,187.71,189.48,182.85,185.72,57430623
#2019-05-14#,186.41,189.7,185.41,188.66,36529677
#2019-05-15#,186.27,191.75,186.02,190.92,26544718
#2019-05-16#,189.91,192.4689,188.84,190.08,33031364
#2019-05-17#,186.93,190.9,186.76,189,32879090
#2019-05-20#,183.52,184.349,180.2839,183.09,38612290
#2019-05-21#,185.22,188,184.7,186.6,28364848
#2019-05-22#,184.66,185.71,182.55,182.78,29748556
#2019-05-23#,179.8,180.54,177.81,179.66,36529736
#2019-05-24#,180.2,182.14,178.62,178.97,23714686
#2019-05-27#,180.2,182.14,178.62,178.97,23714686
#2019-05-28#,178.92,180.59,177.91,178.23,27948160
#2019-05-29#,176.42,179.35,176,177.38,28481165
#2019-05-30#,177.95,179.23,176.67,178.3,21218412
#2019-05-31#,176.23,177.99,174.99,175.07,27043584
#2019-06-03#,175.6,177.92,170.27,173.3,40396069
#2019-06-04#,175.44,179.83,174.52,179.64,30967961
#2019-06-05#,184.28,184.99,181.14,182.54,29773427
#2019-06-06#,183.08,185.47,182.1489,185.22,22526311
#2019-06-07#,186.51,191.92,185.77,190.15,30684393
#2019-06-10#,191.81,195.37,191.62,192.58,26220851
#2019-06-11#,194.86,196,193.6,194.81,26932882
#2019-06-12#,193.95,195.97,193.385,194.19,18253189
#2019-06-13#,194.7,196.79,193.6,194.15,21674625
#2019-06-14#,191.545,193.5863,190.3,192.74,18761474
#2019-06-17#,192.9,194.96,192.17,193.89,14669144
#2019-06-18#,196.05,200.29,195.21,198.45,26551004
#2019-06-19#,199.68,199.88,197.31,197.87,21124235
#2019-06-20#,200.37,200.61,198.03,199.46,21513988
#2019-06-21#,198.8,200.85,198.15,198.78,47800589
#2019-06-24#,198.54,200.16,198.17,198.58,18220421
#2019-06-25#,198.43,199.26,195.29,195.57,21070334
#2019-06-26#,197.77,200.99,197.35,199.8,26067512
#2019-06-27#,200.29,201.57,199.57,199.74,20899717
#2019-06-28#,198.68,199.495,197.05,197.92,31110642
#2019-07-01#,203.17,204.49,200.65,201.55,27316739
#2019-07-02#,201.41,203.1323,201.36,202.73,16935217
#2019-07-03#,203.28,204.44,202.6901,204.41,11362045
#2019-07-04#,203.28,204.44,202.6901,204.41,11362045
#2019-07-05#,203.35,205.08,202.9,204.23,17265518
#2019-07-08#,200.81,201.4,198.41,200.02,25338628
#2019-07-09#,199.2,201.51,198.81,201.24,20578015
#2019-07-10#,201.85,203.73,201.56,203.23,17897138
#2019-07-11#,203.31,204.39,201.71,201.75,20191842
#2019-07-12#,202.45,204,202.2,203.3,17595212
#2019-07-15#,204.09,205.87,204,205.21,16947420
#2019-07-16#,204.59,206.11,203.5,204.5,16866816
#2019-07-17#,204.05,205.0915,203.27,203.35,14107450
#2019-07-18#,204,205.88,203.7,205.66,18582161
#2019-07-19#,205.79,206.5,202.36,202.59,20929307
#2019-07-22#,203.65,207.23,203.61,207.22,22277932
#2019-07-23#,208.46,208.91,207.29,208.84,18355210
#2019-07-24#,207.67,209.15,207.17,208.67,14991567
#2019-07-25#,208.89,209.24,206.73,207.02,13909562
#2019-07-26#,207.48,209.73,207.14,207.74,17618874
#2019-07-29#,208.46,210.64,208.44,209.68,21673389
#2019-07-30#,208.76,210.16,207.31,208.78,33935718
#2019-07-31#,216.42,221.37,211.3,213.04,69281361
#2019-08-01#,213.9,218.03,206.7435,208.43,54017922
#2019-08-02#,205.53,206.43,201.63,204.02,40862122
#2019-08-05#,197.99,198.649,192.58,193.34,52392969
#2019-08-06#,196.31,198.067,194.04,197,35824787
#2019-08-07#,195.41,199.56,193.82,199.04,33364400
#2019-08-08#,200.2,203.53,199.39,203.43,27009523
#2019-08-09#,201.3,202.76,199.29,200.99,24619746
#2019-08-12#,199.62,202.0516,199.15,200.48,22481889
#2019-08-13#,201.02,212.14,200.83,208.97,47539786
#2019-08-14#,203.16,206.44,202.5869,202.75,36547443
#2019-08-15#,203.46,205.14,199.67,201.74,27883363
#2019-08-16#,204.28,207.16,203.84,206.5,28813624
#2019-08-19#,210.62,212.7307,210.025,210.35,24431915
#2019-08-20#,210.88,213.35,210.32,210.36,26919529
#2019-08-21#,212.99,213.65,211.6032,212.64,21564747
